Message_0_Page_0 当然啦！那是一个黑暗多云的晚上, 那时黑得我几乎看不见我的手。然后这时也是满月的，只是我们看不见而已。我们五个人轮流值班，而我则被安排在了第二班。然后到Orion叫醒我
Message_0_Page_1 让我值班时。我穿上我的夹克，带着手电筒和我信赖的竞技步枪来到了主入口。我坐下来慢慢地扫视周围的东西，循环往复，风在耳旁轻轻地吹着，海浪正在一遍一遍地冲刷着海岸，我在驱赶一些在那吱吱叫吵闹的夏天的虫子。
Message_0_Page_2 这是相当平静的一个夜晚，但是，我是不相信会如此平静的，这种场景往往会发生在暴风雨来临的前夕。而接下来发生的事情正证实了我的想法，我做下背景介绍，在早前我们的一个侦察小队前往了Kala Nera Farm寻找补给品。结果，一些感染者对这一点不太满意，决定跟着他们回来。
Message_0_Page_3 于是我在这里, 在我扫视黑暗的周围时注意到了南岸方向有一些红色的东西。但随即它又消失了，所以我揉揉眼睛，认为这只是我睡眠不足而导致的幻觉。过了几分钟，我又转过身来。这一次，我清楚地看到几双发着红光的眼睛从南边的山丘上冒了出来。
Message_0_Page_4 一开始我以为只是几个游荡的僵尸在这里找进入的道路，于是我前往栅栏前, 把我的步枪架好，然后迅速地开了几枪把他们从容地降服了。再重新装好弹药，像往常一样回到了我的岗位上，我没有意识到现在正在向山上走去的东西。所以，我回到主入口，开始四处巡逻...
Message_0_Page_5 ...就在那时我听到了。那些感染者低沉的嚎叫，一开始声音很低，但很快声音就迅速增长起来。我很容易就能看出周围有二十，不，三十...嗯，我觉得这更像是几乎就在我们的地盘上的45个愤怒的僵尸！我的心脏在砰砰直跳，肾上腺素在控制着我，但我不能移动一分一毫，也不能轻轻地说一句话。
Message_0_Page_6 我以前从未见过这么多的僵尸，也从未见过那些发红的眼睛。那时我太害怕了，被吓在那里无法动弹, 只能眼睁睁地看着他们一步一步地向我们的墙迈进。不过，最后我还是克服了这种恐惧。我开始叫喊着喊醒大家，并穿过营地朝尸潮跑去。
Message_0_Page_7 我们在南边的墙很弱。我知道如果他们找到那面墙，他们就会突破防御的。我跑到那里扣动扳机一次杀死了三个僵尸，完成了完美的一击，然后开始再向其他僵尸开火。
Message_0_Page_8 那群僵尸就只有二十米远，人们开始赶来支援火力。我们打倒了一个又一个，但他们仍然在前进，我开了一次又一次枪，但我打倒了一个就又会有一个补上。在几秒钟之内，他们到达了墙壁，并慢慢地找到了它的弱点，咀嚼着他们所能咀嚼的一切。
Message_0_Page_9 我听见了墙倒塌的声音，我转过身来，看见他们攻破了我身后的入口，现在正从这两扇门涌进营地。人们尖叫着，慌乱地跑来跑去，枪炮正向左右射击着，这里变得一片混乱。我所能做的就是继续向来袭的僵尸潮开火。
Message_0_Page_10 我一定在子弹用完之前把20个弹匣都用在了那群僵尸身上...但他们就是不会倒下。僵尸现在到处都是，营地显然已经失陷了。当那群僵尸包围我的时候，我惊恐地四下张望，幸运的是，我看到Orion正在活动房屋的顶上向我招手，他正在那里守卫着爬上来的道路。在恐惧和肾上腺素的驱使下，
Message_0_Page_11 我知道该怎么做。我开始像挥动狼牙棒那样向周围挥动我的竞技步枪，在源源不断的僵尸潮中艰难前行。慢慢地，我冲向了Orion正在顽强抵抗的地方，在整条路上我的衣服被抓得粉碎。我精疲力尽，成功地爬了上去，在我屏息片刻之后
Message_0_Page_12 我重新开始恢复我的力量和战意！Orion转向我，他的眼里充满了恐惧，正当他的斗牛犬用尽了最后一颗子弹后。他说："快点，我们需要跳下去！"，当他抓住我的衣领带我到边缘时，他哭了起来。僵尸们现在几乎近在眉睫了，我们从建筑上跳了下来，一边开路一边前进。
Message_0_Page_13 我想Orion也跳了下来，但我没有在黑暗中看见他。我不敢回头看，怕看到什么令人恐惧的东西。所以我只是跑，一直跑，直到我找到逃离这里的路。

Response_0 这确实是个很好的故事。
